trial_id,molecule,indication,phase,status,sponsor,country
CT-043300,MOLRA2,Migraine,Phase I,Recruiting,NovaCure,US
CT-043301,MOL1,Chronic Kidney Disease,Phase IV,Completed,ABC Pharma,Japan
CT-043302,MOLH2,Depression,Phase I,Active,XYZ Pharma,Brazil
CT-043303,MOLDEP2,Asthma,Phase III,Terminated,MedLife Corp,Brazil
CT-043304,MOLD1,Rheumatoid Arthritis,Phase I,Terminated,GlobalBio,Japan
CT-043305,MOLDEP3,Osteoporosis,Phase III,Active,OncoGenix,India
CT-043306,MOLDEP2,Hypertension,Phase IV,Completed,NovaCure,China
CT-043307,MOLH1,Asthma,Phase IV,Recruiting,ABC Pharma,Australia
CT-043308,MOLCKD2,Chronic Kidney Disease,Phase IV,Active,NovaCure,Australia
CT-043309,MOLO3,Heart Failure,Phase II,Suspended,PrimeCare,China
CT-043310,MOLRA3,Type 2 Diabetes,Phase II,Recruiting,ABC Pharma,Japan
CT-043311,MOLBC1,Respiratory,Phase III,Recruiting,XYZ Pharma,US
CT-043312,MOLRA2,Rheumatoid Arthritis,Phase IV,Recruiting,NovaCure,US
CT-043313,MOLA,Osteoporosis,Phase III,Recruiting,NovaCure,US
CT-043314,MOLBC2,Respiratory,Phase IV,Recruiting,GlobalBio,China
CT-043315,MOLDEP3,Breast Cancer,Phase III,Recruiting,MedLife Corp,India
CT-043316,MOLHF3,Breast Cancer,Phase IV,Completed,OncoGenix,US
CT-043317,MOL1,Psoriasis,Phase III,Active,XYZ Pharma,Australia
CT-043318,MOLP1,Respiratory,Phase I,Terminated,PrimeCare,EU
CT-043319,MOLRA2,Rheumatoid Arthritis,Phase II,Recruiting,MedLife Corp,China
CT-043320,MOLHF1,Heart Failure,Phase I,Terminated,NovaCure,Brazil
CT-043321,MOLA,Hypertension,Phase I,Completed,GlobalBio,China
CT-043322,MOLRA1,Rheumatoid Arthritis,Phase I,Terminated,Sunrise Therapeutics,Australia
CT-043323,MOLA,Chronic Kidney Disease,Phase I,Recruiting,ABC Pharma,Brazil
CT-043324,MOLM3,Depression,Phase IV,Terminated,MedLife Corp,Global
CT-043325,MOLBC1,Lung Cancer,Phase II,Terminated,XYZ Pharma,India
CT-043326,MOLCKD2,Asthma,Phase II,Terminated,MedLife Corp,Australia
CT-043327,MOLR1,Heart Failure,Phase III,Terminated,MedLife Corp,Canada
CT-043328,MOLRA2,COPD,Phase II,Terminated,Sunrise Therapeutics,Australia
CT-043329,MOLO3,Lung Cancer,Phase I,Recruiting,NovaCure,China
CT-043330,MOLR2,Inflammatory Bowel Disease,Phase IV,Active,MedLife Corp,Brazil
CT-043331,MOLBC1,Osteoporosis,Phase III,Completed,PrimeCare,Australia
CT-043332,MOLX,Asthma,Phase III,Terminated,MedLife Corp,Global
CT-043333,MOLHF1,Inflammatory Bowel Disease,Phase I,Suspended,NovaCure,China
CT-043334,MOLBC3,Respiratory,Phase IV,Terminated,NovaCure,Brazil
CT-043335,MOLC,Psoriasis,Phase II,Terminated,Sunrise Therapeutics,Japan
CT-043336,MOLLC1,Type 2 Diabetes,Phase IV,Active,Sunrise Therapeutics,India
CT-043337,MOLDEP2,Type 2 Diabetes,Phase II,Terminated,ABC Pharma,Japan
CT-043338,MOLCKD3,Lung Cancer,Phase II,Suspended,NovaCure,EU
CT-043339,MOLLC2,Asthma,Phase III,Terminated,MedLife Corp,Brazil
CT-043340,MOL1,COPD,Phase II,Active,OncoGenix,China
CT-043341,MOLRA2,COPD,Phase III,Suspended,GlobalBio,Brazil
CT-043342,MOLA,Chronic Kidney Disease,Phase III,Suspended,ABC Pharma,Australia
CT-043343,MOLP1,Depression,Phase I,Recruiting,GlobalBio,Global
CT-043344,MOLRA1,Rheumatoid Arthritis,Phase IV,Recruiting,Sunrise Therapeutics,US
CT-043345,MOLH3,Osteoporosis,Phase I,Active,Sunrise Therapeutics,Global
CT-043346,MOLBC1,Migraine,Phase I,Completed,NovaCure,India
CT-043347,MOLM2,COPD,Phase I,Active,PrimeCare,US
CT-043348,MOLBC1,Breast Cancer,Phase I,Terminated,NovaCure,Global
CT-043349,MOLIBD2,Heart Failure,Phase I,Terminated,GlobalBio,India
CT-043350,MOLH3,Depression,Phase III,Completed,ABC Pharma,EU
CT-043351,MOLM1,Chronic Kidney Disease,Phase IV,Terminated,PrimeCare,EU
CT-043352,MOLD3,Inflammatory Bowel Disease,Phase II,Recruiting,NovaCure,India
CT-043353,MOLIBD1,Depression,Phase II,Active,OncoGenix,Global
CT-043354,MOLM3,Hypertension,Phase III,Completed,XYZ Pharma,Australia
CT-043355,MOLRA2,Psoriasis,Phase I,Completed,ABC Pharma,US
CT-043356,MOL1,Heart Failure,Phase I,Recruiting,GlobalBio,India
CT-043357,MOLDEP1,Lung Cancer,Phase I,Recruiting,Sunrise Therapeutics,Japan
CT-043358,MOLIBD1,Respiratory,Phase IV,Completed,XYZ Pharma,Global
CT-043359,MOLP3,Heart Failure,Phase III,Terminated,MedLife Corp,EU
CT-043360,MOLR1,Osteoporosis,Phase II,Recruiting,XYZ Pharma,Brazil
CT-043361,MOLO1,Asthma,Phase I,Active,PrimeCare,Canada
CT-043362,MOLP1,Osteoporosis,Phase IV,Active,OncoGenix,Canada
CT-043363,MOLD1,Migraine,Phase I,Completed,Sunrise Therapeutics,Global
CT-043364,MOLIBD3,Lung Cancer,Phase IV,Terminated,NovaCure,India
CT-043365,MOLLC2,Lung Cancer,Phase IV,Active,ABC Pharma,Australia
CT-043366,MOLIBD1,Psoriasis,Phase III,Terminated,MedLife Corp,EU
CT-043367,MOLDEP3,Hypertension,Phase II,Completed,Sunrise Therapeutics,Japan
CT-043368,MOLA,Type 2 Diabetes,Phase III,Terminated,GlobalBio,US
CT-043369,MOLY,Lung Cancer,Phase I,Completed,Sunrise Therapeutics,EU
CT-043370,MOLO1,Migraine,Phase III,Recruiting,XYZ Pharma,Brazil
CT-043371,MOLBC1,Type 2 Diabetes,Phase I,Suspended,ABC Pharma,Australia
CT-043372,MOLC,Rheumatoid Arthritis,Phase IV,Recruiting,XYZ Pharma,Brazil
CT-043373,MOLLC1,Depression,Phase I,Terminated,ABC Pharma,Japan
CT-043374,MOLDEP3,COPD,Phase IV,Terminated,GlobalBio,Japan
CT-043375,MOLLC2,COPD,Phase III,Terminated,NovaCure,India
CT-043376,MOLRA3,Chronic Kidney Disease,Phase II,Recruiting,ABC Pharma,EU
CT-043377,MOLDEP2,Breast Cancer,Phase I,Completed,GlobalBio,Canada
CT-043378,MOLC,Rheumatoid Arthritis,Phase III,Terminated,PrimeCare,Brazil
CT-043379,MOLM3,Migraine,Phase I,Active,ABC Pharma,Japan
CT-043380,MOLIBD3,Breast Cancer,Phase III,Active,XYZ Pharma,US
CT-043381,MOLR1,Hypertension,Phase II,Suspended,ABC Pharma,Brazil
CT-043382,MOLDEP2,COPD,Phase II,Suspended,Sunrise Therapeutics,Global
CT-043383,MOLH1,Osteoporosis,Phase III,Recruiting,MedLife Corp,Brazil
CT-043384,MOLX,Heart Failure,Phase IV,Terminated,OncoGenix,China
CT-043385,MOLY,Osteoporosis,Phase III,Suspended,Sunrise Therapeutics,Australia
CT-043386,MOLM2,Respiratory,Phase I,Terminated,ABC Pharma,Global
CT-043387,MOLO1,Heart Failure,Phase II,Terminated,MedLife Corp,EU
CT-043388,MOLBC2,Hypertension,Phase I,Recruiting,PrimeCare,EU
CT-043389,MOLH3,Breast Cancer,Phase III,Active,Sunrise Therapeutics,Brazil
CT-043390,MOLA,Heart Failure,Phase III,Completed,MedLife Corp,Australia
CT-043391,MOLD3,Migraine,Phase IV,Recruiting,Sunrise Therapeutics,Australia
CT-043392,MOLH3,Migraine,Phase IV,Active,ABC Pharma,EU
CT-043393,MOLRA1,Respiratory,Phase IV,Terminated,XYZ Pharma,Brazil
CT-043394,MOLLC2,Psoriasis,Phase II,Suspended,GlobalBio,Brazil
CT-043395,MOLO3,Hypertension,Phase IV,Terminated,GlobalBio,EU
CT-043396,MOLBC1,Lung Cancer,Phase I,Active,Sunrise Therapeutics,Global
CT-043397,MOLDEP3,Asthma,Phase IV,Suspended,GlobalBio,Australia
CT-043398,MOLM1,Lung Cancer,Phase III,Terminated,NovaCure,Canada
CT-043399,MOLCKD2,Migraine,Phase IV,Suspended,GlobalBio,India
CT-043400,MOLC,Asthma,Phase II,Terminated,PrimeCare,EU
CT-043401,MOLLC1,Depression,Phase II,Terminated,PrimeCare,Australia
CT-043402,MOLDEP1,Breast Cancer,Phase I,Suspended,MedLife Corp,China
CT-043403,MOL1,Rheumatoid Arthritis,Phase IV,Active,GlobalBio,US
CT-043404,MOLDEP2,Breast Cancer,Phase III,Completed,Sunrise Therapeutics,India
CT-043405,MOLD3,Psoriasis,Phase I,Suspended,XYZ Pharma,US
CT-043406,MOLLC1,Lung Cancer,Phase I,Recruiting,PrimeCare,US
CT-043407,MOLH3,Rheumatoid Arthritis,Phase II,Active,XYZ Pharma,Brazil
CT-043408,MOLR3,Lung Cancer,Phase II,Suspended,GlobalBio,Brazil
CT-043409,MOLRA2,Osteoporosis,Phase I,Active,NovaCure,Canada
CT-043410,MOLCKD1,Chronic Kidney Disease,Phase II,Active,OncoGenix,China
CT-043411,MOLDEP2,Inflammatory Bowel Disease,Phase III,Active,OncoGenix,Japan
CT-043412,MOLDEP2,Depression,Phase I,Suspended,Sunrise Therapeutics,India
CT-043413,MOLP1,Rheumatoid Arthritis,Phase II,Suspended,Sunrise Therapeutics,Global
CT-043414,MOLLC2,Breast Cancer,Phase I,Suspended,ABC Pharma,Brazil
CT-043415,MOLBC3,Hypertension,Phase III,Recruiting,Sunrise Therapeutics,China
CT-043416,MOLDEP2,Heart Failure,Phase IV,Terminated,PrimeCare,Brazil
CT-043417,MOLP1,Migraine,Phase IV,Active,MedLife Corp,US
CT-043418,MOL1,COPD,Phase I,Recruiting,MedLife Corp,China
CT-043419,MOLRA3,Inflammatory Bowel Disease,Phase III,Terminated,PrimeCare,Global
CT-043420,MOLHF1,Breast Cancer,Phase I,Suspended,MedLife Corp,Global
CT-043421,MOLBC3,Respiratory,Phase III,Completed,PrimeCare,Global
CT-043422,MOLHF2,Migraine,Phase IV,Recruiting,Sunrise Therapeutics,EU
CT-043423,MOLIBD3,Depression,Phase IV,Active,Sunrise Therapeutics,Australia
CT-043424,MOLCKD1,Heart Failure,Phase I,Terminated,XYZ Pharma,Global
CT-043425,MOLCKD1,Respiratory,Phase II,Completed,XYZ Pharma,US
CT-043426,MOLIBD1,Depression,Phase IV,Terminated,PrimeCare,Canada
CT-043427,MOLR2,Type 2 Diabetes,Phase I,Terminated,OncoGenix,Canada
CT-043428,MOLRA3,Asthma,Phase IV,Active,ABC Pharma,Japan
CT-043429,MOLCKD1,Hypertension,Phase III,Terminated,Sunrise Therapeutics,Australia
CT-043430,MOLLC1,Respiratory,Phase III,Active,Sunrise Therapeutics,EU
CT-043431,MOLP2,Migraine,Phase IV,Suspended,PrimeCare,India
CT-043432,MOLBC1,Hypertension,Phase I,Recruiting,PrimeCare,Japan
CT-043433,MOLRA2,Rheumatoid Arthritis,Phase III,Terminated,OncoGenix,Brazil
CT-043434,MOLIBD1,Hypertension,Phase II,Active,GlobalBio,US
CT-043435,MOLIBD3,Lung Cancer,Phase I,Suspended,NovaCure,Canada
CT-043436,MOLM3,Lung Cancer,Phase III,Completed,PrimeCare,Brazil
CT-043437,MOLR1,Osteoporosis,Phase II,Recruiting,PrimeCare,US
CT-043438,MOLO3,Osteoporosis,Phase III,Recruiting,NovaCure,US
CT-043439,MOLHF1,Heart Failure,Phase II,Suspended,NovaCure,Brazil
CT-043440,MOLHF2,Migraine,Phase IV,Terminated,OncoGenix,Brazil
CT-043441,MOLIBD3,COPD,Phase III,Suspended,Sunrise Therapeutics,Global
CT-043442,MOLDEP2,Inflammatory Bowel Disease,Phase IV,Recruiting,OncoGenix,Australia
CT-043443,MOLLC3,Chronic Kidney Disease,Phase IV,Completed,ABC Pharma,Japan
CT-043444,MOL1,Heart Failure,Phase I,Recruiting,ABC Pharma,Canada
CT-043445,MOLD3,Chronic Kidney Disease,Phase I,Terminated,GlobalBio,EU
CT-043446,MOLO2,Heart Failure,Phase II,Active,OncoGenix,Global
CT-043447,MOLDEP3,Respiratory,Phase III,Completed,ABC Pharma,Brazil
CT-043448,MOLCKD1,Migraine,Phase I,Active,PrimeCare,India
CT-043449,MOLM3,Osteoporosis,Phase III,Recruiting,Sunrise Therapeutics,Brazil
CT-043450,MOLA,Asthma,Phase III,Terminated,PrimeCare,China
CT-043451,MOLIBD1,Asthma,Phase IV,Recruiting,OncoGenix,Brazil
CT-043452,MOLCKD2,Hypertension,Phase I,Active,Sunrise Therapeutics,Brazil
CT-043453,MOLIBD3,Hypertension,Phase IV,Terminated,PrimeCare,Canada
CT-043454,MOLDEP3,Depression,Phase IV,Recruiting,XYZ Pharma,Australia
CT-043455,MOLLC3,Rheumatoid Arthritis,Phase IV,Completed,ABC Pharma,EU
CT-043456,MOLDEP2,Asthma,Phase IV,Recruiting,PrimeCare,China
CT-043457,MOLRA3,Osteoporosis,Phase III,Recruiting,XYZ Pharma,India
CT-043458,MOLIBD1,Heart Failure,Phase IV,Terminated,XYZ Pharma,US
CT-043459,MOLDEP3,Lung Cancer,Phase II,Recruiting,NovaCure,EU
CT-043460,MOLCKD2,Lung Cancer,Phase I,Recruiting,Sunrise Therapeutics,Global
CT-043461,MOLH3,Hypertension,Phase III,Suspended,ABC Pharma,China
CT-043462,MOLD3,COPD,Phase I,Completed,OncoGenix,Brazil
CT-043463,MOLM2,Chronic Kidney Disease,Phase III,Suspended,MedLife Corp,India
CT-043464,MOLP1,Rheumatoid Arthritis,Phase IV,Recruiting,GlobalBio,Japan
CT-043465,MOLDEP1,Chronic Kidney Disease,Phase IV,Terminated,OncoGenix,Global
CT-043466,MOLHF1,Chronic Kidney Disease,Phase I,Active,XYZ Pharma,EU
CT-043467,MOL2,Migraine,Phase I,Completed,NovaCure,Canada
CT-043468,MOLDEP1,Psoriasis,Phase I,Suspended,Sunrise Therapeutics,China
CT-043469,MOLRA2,Heart Failure,Phase II,Completed,OncoGenix,Brazil
CT-043470,MOLR3,Hypertension,Phase III,Suspended,XYZ Pharma,US
CT-043471,MOLR3,Lung Cancer,Phase II,Suspended,XYZ Pharma,Canada
CT-043472,MOLR1,COPD,Phase III,Recruiting,MedLife Corp,US
CT-043473,MOL1,Rheumatoid Arthritis,Phase III,Active,Sunrise Therapeutics,Japan
CT-043474,MOLLC1,Asthma,Phase I,Active,GlobalBio,Global
CT-043475,MOLDEP2,Osteoporosis,Phase III,Terminated,Sunrise Therapeutics,EU
CT-043476,MOLO1,COPD,Phase IV,Completed,OncoGenix,Brazil
CT-043477,MOLP1,Hypertension,Phase II,Terminated,PrimeCare,Japan
CT-043478,MOLRA3,Osteoporosis,Phase III,Recruiting,ABC Pharma,Japan
CT-043479,MOLDEP1,Psoriasis,Phase III,Active,Sunrise Therapeutics,India
CT-043480,MOLH1,Asthma,Phase I,Terminated,MedLife Corp,Japan
CT-043481,MOLHF2,Respiratory,Phase III,Suspended,GlobalBio,Japan
CT-043482,MOLLC3,Migraine,Phase II,Suspended,XYZ Pharma,Australia
CT-043483,MOLM2,Chronic Kidney Disease,Phase III,Suspended,Sunrise Therapeutics,Canada
CT-043484,MOLP3,Hypertension,Phase IV,Suspended,NovaCure,Australia
CT-043485,MOLX,Depression,Phase IV,Recruiting,MedLife Corp,US
CT-043486,MOLY,Inflammatory Bowel Disease,Phase III,Completed,GlobalBio,Global
CT-043487,MOLRA3,Psoriasis,Phase II,Completed,NovaCure,China
CT-043488,MOLD3,Lung Cancer,Phase IV,Terminated,NovaCure,US
CT-043489,MOLRA1,Type 2 Diabetes,Phase IV,Active,MedLife Corp,China
CT-043490,MOLM3,COPD,Phase III,Active,XYZ Pharma,Global
CT-043491,MOLP1,Lung Cancer,Phase II,Recruiting,Sunrise Therapeutics,India
CT-043492,MOL2,Migraine,Phase IV,Recruiting,MedLife Corp,Global
CT-043493,MOLDEP1,Lung Cancer,Phase IV,Terminated,MedLife Corp,Brazil
CT-043494,MOLIBD2,Chronic Kidney Disease,Phase I,Terminated,ABC Pharma,India
CT-043495,MOLRA3,Chronic Kidney Disease,Phase II,Active,OncoGenix,India
CT-043496,MOLP1,Rheumatoid Arthritis,Phase III,Recruiting,XYZ Pharma,EU
CT-043497,MOLD3,Osteoporosis,Phase IV,Terminated,ABC Pharma,Canada
CT-043498,MOLBC2,Osteoporosis,Phase III,Recruiting,NovaCure,US
CT-043499,MOLHF3,Type 2 Diabetes,Phase I,Active,Sunrise Therapeutics,Australia
CT-043500,MOLRA2,Asthma,Phase IV,Terminated,XYZ Pharma,Japan
CT-043501,MOLM1,Inflammatory Bowel Disease,Phase IV,Suspended,PrimeCare,Brazil
CT-043502,MOLO3,Psoriasis,Phase III,Terminated,OncoGenix,Japan
CT-043503,MOLBC1,COPD,Phase III,Recruiting,NovaCure,China
CT-043504,MOLP2,Psoriasis,Phase III,Terminated,MedLife Corp,Global
CT-043505,MOLM1,Psoriasis,Phase III,Suspended,Sunrise Therapeutics,India
CT-043506,MOLBC3,Psoriasis,Phase II,Active,NovaCure,India
CT-043507,MOLH1,Heart Failure,Phase I,Recruiting,OncoGenix,China
CT-043508,MOLCKD3,Chronic Kidney Disease,Phase II,Active,ABC Pharma,Australia
CT-043509,MOLR1,Hypertension,Phase II,Recruiting,Sunrise Therapeutics,EU
CT-043510,MOLP2,Hypertension,Phase I,Recruiting,Sunrise Therapeutics,Japan
CT-043511,MOL1,Breast Cancer,Phase IV,Active,MedLife Corp,India
CT-043512,MOLR2,COPD,Phase III,Active,MedLife Corp,EU
CT-043513,MOLRA3,Psoriasis,Phase IV,Recruiting,PrimeCare,Canada
CT-043514,MOLC,Breast Cancer,Phase III,Terminated,GlobalBio,Canada
CT-043515,MOLLC3,COPD,Phase II,Completed,ABC Pharma,Global
CT-043516,MOLDEP1,Chronic Kidney Disease,Phase I,Suspended,PrimeCare,EU
CT-043517,MOLDEP1,Lung Cancer,Phase IV,Completed,OncoGenix,EU
CT-043518,MOLC,Breast Cancer,Phase I,Active,Sunrise Therapeutics,Canada
CT-043519,MOLP3,Type 2 Diabetes,Phase III,Terminated,NovaCure,Japan
CT-043520,MOLM2,Rheumatoid Arthritis,Phase I,Terminated,MedLife Corp,Global
CT-043521,MOLO2,Rheumatoid Arthritis,Phase III,Terminated,ABC Pharma,Global
CT-043522,MOLRA3,Type 2 Diabetes,Phase II,Recruiting,ABC Pharma,India
CT-043523,MOLIBD3,Hypertension,Phase II,Terminated,XYZ Pharma,US
CT-043524,MOLM1,COPD,Phase III,Recruiting,GlobalBio,Canada
CT-043525,MOLX,Depression,Phase I,Completed,OncoGenix,EU
CT-043526,MOLBC3,Migraine,Phase IV,Suspended,GlobalBio,EU
CT-043527,MOLCKD1,Migraine,Phase IV,Recruiting,GlobalBio,Japan
CT-043528,MOLHF3,Hypertension,Phase I,Recruiting,MedLife Corp,US
CT-043529,MOLD3,Rheumatoid Arthritis,Phase III,Active,MedLife Corp,Brazil
CT-043530,MOL1,Lung Cancer,Phase IV,Completed,OncoGenix,Brazil
CT-043531,MOLLC3,Asthma,Phase I,Recruiting,PrimeCare,Japan
CT-043532,MOLCKD2,COPD,Phase I,Suspended,MedLife Corp,China
CT-043533,MOLP2,Depression,Phase II,Recruiting,ABC Pharma,India
CT-043534,MOLY,Psoriasis,Phase III,Terminated,ABC Pharma,Canada
CT-043535,MOLIBD1,Depression,Phase III,Suspended,Sunrise Therapeutics,Canada
CT-043536,MOLO2,Depression,Phase III,Active,NovaCure,China
CT-043537,MOLR3,Osteoporosis,Phase III,Suspended,GlobalBio,Japan
CT-043538,MOL2,Respiratory,Phase II,Terminated,XYZ Pharma,Canada
CT-043539,MOLRA1,Rheumatoid Arthritis,Phase IV,Recruiting,XYZ Pharma,EU
CT-043540,MOLLC3,Lung Cancer,Phase I,Completed,GlobalBio,India
CT-043541,MOLLC1,Respiratory,Phase II,Terminated,MedLife Corp,US
CT-043542,MOLH3,Hypertension,Phase IV,Terminated,NovaCure,Australia
CT-043543,MOLDEP2,Osteoporosis,Phase I,Terminated,GlobalBio,Canada
CT-043544,MOL2,Chronic Kidney Disease,Phase II,Recruiting,PrimeCare,EU
CT-043545,MOLDEP2,Inflammatory Bowel Disease,Phase IV,Recruiting,NovaCure,India
CT-043546,MOLP3,Asthma,Phase IV,Suspended,GlobalBio,Australia
CT-043547,MOL1,Psoriasis,Phase I,Recruiting,PrimeCare,India
CT-043548,MOLBC2,Asthma,Phase III,Suspended,XYZ Pharma,India
CT-043549,MOLIBD1,Type 2 Diabetes,Phase I,Completed,Sunrise Therapeutics,China
CT-043550,MOLD2,Breast Cancer,Phase III,Active,OncoGenix,Canada
CT-043551,MOLR3,Asthma,Phase II,Completed,PrimeCare,China
CT-043552,MOLIBD3,Asthma,Phase II,Recruiting,MedLife Corp,Brazil
CT-043553,MOLIBD1,Migraine,Phase III,Recruiting,NovaCure,Global
CT-043554,MOLO1,Respiratory,Phase III,Recruiting,Sunrise Therapeutics,Global
CT-043555,MOLRA3,Depression,Phase II,Suspended,GlobalBio,Australia
CT-043556,MOLDEP2,Osteoporosis,Phase III,Terminated,NovaCure,China
CT-043557,MOLLC2,Migraine,Phase I,Active,MedLife Corp,Brazil
CT-043558,MOLLC1,COPD,Phase III,Terminated,NovaCure,Global
CT-043559,MOLR2,Lung Cancer,Phase II,Active,PrimeCare,Japan
CT-043560,MOLM1,Respiratory,Phase I,Completed,Sunrise Therapeutics,EU
CT-043561,MOLH3,Chronic Kidney Disease,Phase II,Recruiting,ABC Pharma,Canada
CT-043562,MOLM3,Hypertension,Phase IV,Active,MedLife Corp,Australia
CT-043563,MOLM1,Hypertension,Phase II,Active,GlobalBio,Brazil
CT-043564,MOLLC1,Type 2 Diabetes,Phase II,Terminated,NovaCure,Japan
CT-043565,MOLD3,Depression,Phase II,Completed,PrimeCare,Canada
CT-043566,MOL1,Depression,Phase II,Recruiting,NovaCure,Brazil
CT-043567,MOLO1,Type 2 Diabetes,Phase I,Suspended,MedLife Corp,Japan
CT-043568,MOLD3,Hypertension,Phase IV,Recruiting,XYZ Pharma,Global
CT-043569,MOLO1,Lung Cancer,Phase IV,Recruiting,MedLife Corp,Japan
CT-043570,MOLO2,Chronic Kidney Disease,Phase IV,Completed,XYZ Pharma,US
CT-043571,MOLH1,COPD,Phase IV,Recruiting,GlobalBio,Canada
CT-043572,MOLR1,Breast Cancer,Phase I,Terminated,ABC Pharma,Japan
CT-043573,MOLD2,Heart Failure,Phase III,Completed,GlobalBio,Brazil
CT-043574,MOLHF2,Heart Failure,Phase II,Completed,OncoGenix,Brazil
CT-043575,MOLHF2,Migraine,Phase III,Terminated,OncoGenix,EU
CT-043576,MOLCKD2,COPD,Phase I,Recruiting,GlobalBio,Canada
CT-043577,MOL2,Migraine,Phase I,Completed,OncoGenix,India
CT-043578,MOLR2,Chronic Kidney Disease,Phase I,Active,ABC Pharma,Canada
CT-043579,MOLD3,Inflammatory Bowel Disease,Phase III,Active,MedLife Corp,EU
CT-043580,MOLO1,Heart Failure,Phase III,Completed,Sunrise Therapeutics,EU
CT-043581,MOLLC3,Respiratory,Phase I,Completed,NovaCure,India
CT-043582,MOLO3,Type 2 Diabetes,Phase III,Suspended,MedLife Corp,Australia
CT-043583,MOLX,Lung Cancer,Phase II,Recruiting,XYZ Pharma,China
CT-043584,MOLDEP2,Osteoporosis,Phase I,Completed,MedLife Corp,Brazil
CT-043585,MOLCKD3,Psoriasis,Phase III,Completed,MedLife Corp,EU
CT-043586,MOLM2,Heart Failure,Phase IV,Completed,OncoGenix,Canada
CT-043587,MOLHF3,Asthma,Phase III,Suspended,ABC Pharma,Australia
CT-043588,MOLM2,Psoriasis,Phase III,Completed,XYZ Pharma,US
CT-043589,MOLHF1,COPD,Phase III,Active,ABC Pharma,Global
CT-043590,MOLDEP1,Breast Cancer,Phase III,Suspended,XYZ Pharma,Brazil
CT-043591,MOLBC3,Chronic Kidney Disease,Phase III,Completed,ABC Pharma,EU
CT-043592,MOLCKD1,Hypertension,Phase II,Terminated,ABC Pharma,EU
CT-043593,MOLM1,Respiratory,Phase II,Recruiting,ABC Pharma,Japan
CT-043594,MOLR2,Respiratory,Phase II,Completed,GlobalBio,Australia
CT-043595,MOLDEP1,Breast Cancer,Phase III,Recruiting,PrimeCare,EU
CT-043596,MOLM1,Respiratory,Phase III,Terminated,PrimeCare,EU
CT-043597,MOLRA3,Heart Failure,Phase I,Completed,ABC Pharma,China
CT-043598,MOLA,Lung Cancer,Phase I,Completed,GlobalBio,EU
CT-043599,MOLM1,Inflammatory Bowel Disease,Phase IV,Active,GlobalBio,US
CT-043600,MOLR2,Heart Failure,Phase IV,Completed,NovaCure,China
CT-043601,MOLBC2,Breast Cancer,Phase III,Terminated,Sunrise Therapeutics,EU
CT-043602,MOLDEP2,Inflammatory Bowel Disease,Phase IV,Terminated,NovaCure,Australia
CT-043603,MOLH2,Lung Cancer,Phase III,Completed,NovaCure,Australia
CT-043604,MOLBC1,Chronic Kidney Disease,Phase I,Recruiting,NovaCure,Brazil
CT-043605,MOLM1,Inflammatory Bowel Disease,Phase I,Suspended,XYZ Pharma,Global
CT-043606,MOLCKD2,Heart Failure,Phase II,Completed,XYZ Pharma,Japan
CT-043607,MOLBC1,Depression,Phase I,Terminated,ABC Pharma,Brazil
CT-043608,MOLDEP3,Respiratory,Phase I,Completed,GlobalBio,Japan
CT-043609,MOLHF1,Migraine,Phase III,Active,XYZ Pharma,EU
CT-043610,MOLDEP3,Type 2 Diabetes,Phase III,Active,OncoGenix,India
CT-043611,MOLO1,Type 2 Diabetes,Phase I,Terminated,GlobalBio,Japan
CT-043612,MOL1,Hypertension,Phase II,Completed,MedLife Corp,Canada
CT-043613,MOLBC2,Hypertension,Phase III,Recruiting,GlobalBio,Brazil
CT-043614,MOLD1,Chronic Kidney Disease,Phase IV,Suspended,OncoGenix,China
CT-043615,MOLBC1,Migraine,Phase III,Suspended,MedLife Corp,Canada
CT-043616,MOLBC3,Rheumatoid Arthritis,Phase IV,Suspended,XYZ Pharma,Global
CT-043617,MOLLC1,Inflammatory Bowel Disease,Phase I,Suspended,PrimeCare,India
CT-043618,MOLO3,Hypertension,Phase II,Active,XYZ Pharma,Global
CT-043619,MOLIBD2,Psoriasis,Phase IV,Recruiting,NovaCure,Brazil
CT-043620,MOLLC1,Asthma,Phase I,Terminated,OncoGenix,Canada
CT-043621,MOLO2,Chronic Kidney Disease,Phase III,Active,Sunrise Therapeutics,Japan
CT-043622,MOLCKD2,Type 2 Diabetes,Phase III,Recruiting,GlobalBio,Brazil
CT-043623,MOLP1,Heart Failure,Phase III,Suspended,XYZ Pharma,India
CT-043624,MOLO3,Depression,Phase II,Completed,GlobalBio,Australia
CT-043625,MOLH3,Inflammatory Bowel Disease,Phase III,Completed,ABC Pharma,India
CT-043626,MOLCKD1,Osteoporosis,Phase I,Suspended,OncoGenix,Brazil
CT-043627,MOLHF1,Depression,Phase IV,Completed,GlobalBio,US
CT-043628,MOLM2,Depression,Phase II,Completed,ABC Pharma,Australia
CT-043629,MOLHF1,Hypertension,Phase II,Suspended,XYZ Pharma,EU
CT-043630,MOLP3,Heart Failure,Phase II,Completed,NovaCure,EU
CT-043631,MOLC,Osteoporosis,Phase III,Terminated,Sunrise Therapeutics,Global
CT-043632,MOLH2,Inflammatory Bowel Disease,Phase III,Suspended,Sunrise Therapeutics,Canada
CT-043633,MOLRA2,Type 2 Diabetes,Phase IV,Terminated,Sunrise Therapeutics,EU
CT-043634,MOLIBD2,Depression,Phase IV,Terminated,MedLife Corp,Global
