molecule,indication,country,year,sales_usd_mn,cagr_5y,competitors,patient_burden_index
MOLO3,Type 2 Diabetes,India,2019,539.84,-1.94,4,0.8
MOLBC2,Migraine,Japan,2015,114.81,5.36,3,0.74
MOLO2,Inflammatory Bowel Disease,Japan,2024,89.61,11.37,9,0.75
MOLM1,COPD,Global,2023,199.12,-2.36,5,0.89
MOLD1,Osteoporosis,Japan,2015,613.42,-0.73,4,0.41
MOLBC2,Rheumatoid Arthritis,Australia,2016,730.07,0.01,11,0.26
MOLO1,COPD,EU,2019,531.59,-3.08,10,0.85
MOLM1,Depression,EU,2016,75.82,-2.56,19,0.39
MOL2,Heart Failure,India,2015,941.28,14.01,24,0.75
MOLD2,Psoriasis,Canada,2019,480.55,4.03,17,0.93
MOLM2,Respiratory,Japan,2021,447.41,2.08,22,0.77
MOLCKD3,Migraine,Australia,2018,55.62,-4.58,18,0.48
MOLO3,Type 2 Diabetes,China,2020,226.9,2.92,2,0.35
MOLRA1,Migraine,Japan,2024,976.57,15.51,21,0.8
MOLCKD3,Depression,EU,2015,837.39,-3.78,1,0.41
MOLH2,Chronic Kidney Disease,EU,2019,334.47,2.13,17,0.37
MOL2,Osteoporosis,Brazil,2017,946.4,-0.59,18,0.57
MOLBC3,Type 2 Diabetes,Australia,2018,832.13,11.89,20,0.67
MOLIBD3,Type 2 Diabetes,US,2015,719.68,-0.49,20,0.42
MOLDEP3,Migraine,India,2015,594.37,15.39,19,0.41
MOLR3,Respiratory,India,2022,983.37,19.57,9,0.42
MOLCKD2,Respiratory,Canada,2015,745.35,-4.4,11,0.93
MOLCKD1,Inflammatory Bowel Disease,Brazil,2022,586.5,2.34,15,0.92
MOLR2,COPD,Brazil,2024,390.26,15.11,20,0.23
MOLR2,Hypertension,EU,2020,130.6,8.08,6,0.62
MOLA,Hypertension,Australia,2022,422.05,19.77,17,0.77
MOLLC2,Rheumatoid Arthritis,India,2020,812.21,4.21,18,0.65
MOLM2,Rheumatoid Arthritis,Brazil,2019,659.68,5.15,13,0.82
MOLA,Heart Failure,India,2019,956.91,4.4,10,0.59
MOLP1,Depression,India,2021,982.37,16.18,11,0.88
MOLP2,Lung Cancer,China,2021,399.75,13.37,19,0.76
MOLHF2,Chronic Kidney Disease,EU,2015,108.03,-0.9,10,0.38
MOLD3,Hypertension,Brazil,2015,177.94,11.89,3,0.27
MOLRA1,Breast Cancer,Canada,2017,282.47,-4.39,15,0.88
MOLP3,Osteoporosis,Japan,2015,395.3,-4.25,7,0.64
MOLM3,Asthma,Canada,2017,853.43,18.0,19,0.95
MOL1,Respiratory,India,2015,521.61,-4.2,22,0.39
MOLX,Breast Cancer,India,2017,108.81,11.35,6,0.77
MOLR2,Heart Failure,Australia,2020,972.66,19.65,2,0.25
MOLO1,Depression,US,2022,737.55,19.3,22,0.79
MOLM1,Chronic Kidney Disease,Japan,2022,907.33,10.42,11,0.9
MOLD2,Hypertension,Canada,2020,202.81,16.27,16,0.31
MOLH1,Rheumatoid Arthritis,Japan,2020,705.17,-2.46,21,0.93
MOLLC1,Heart Failure,Global,2018,314.48,18.94,14,0.75
MOLP2,Osteoporosis,Brazil,2023,575.0,4.14,22,0.94
MOLRA3,Psoriasis,Canada,2021,387.3,5.92,1,0.87
MOLD2,Psoriasis,Canada,2019,404.01,19.53,1,0.65
MOLBC3,Breast Cancer,Japan,2022,952.63,12.88,7,0.59
MOLBC3,Osteoporosis,Australia,2024,551.6,10.5,16,0.58
MOLHF3,Type 2 Diabetes,US,2015,519.51,2.33,11,0.86
MOLCKD2,Heart Failure,US,2019,158.01,10.22,22,0.31
MOLA,Heart Failure,China,2017,656.63,15.04,4,0.82
MOLLC3,Heart Failure,India,2023,673.92,0.16,19,0.76
MOLRA3,Rheumatoid Arthritis,US,2016,424.76,9.35,18,0.33
MOLX,Rheumatoid Arthritis,India,2019,600.74,1.61,23,0.55
MOLBC1,Respiratory,India,2024,794.62,2.09,23,0.51
MOLA,Osteoporosis,Australia,2024,966.23,-0.03,23,0.7
MOLH3,Inflammatory Bowel Disease,Global,2022,541.6,5.1,16,0.29
MOLBC1,Respiratory,Global,2018,814.25,0.88,2,0.66
MOLIBD3,Depression,Australia,2019,720.01,5.37,5,0.33
MOLRA2,Lung Cancer,Global,2017,734.63,-4.84,6,0.83
MOLIBD3,Migraine,Canada,2024,686.9,5.73,23,0.64
MOLRA3,Rheumatoid Arthritis,China,2020,814.53,10.55,3,0.53
MOLP2,Lung Cancer,Canada,2024,451.38,5.23,3,0.9
MOLCKD1,Hypertension,EU,2018,560.33,15.7,23,0.26
MOLC,Depression,Global,2017,60.61,-3.75,10,0.56
MOLM1,Psoriasis,Japan,2022,946.7,3.4,14,0.57
MOLR1,Migraine,Global,2024,574.5,1.87,8,0.35
MOLC,Type 2 Diabetes,Canada,2023,896.84,9.7,17,0.46
MOLRA1,Inflammatory Bowel Disease,Japan,2019,76.9,10.73,18,0.5
MOLO1,Heart Failure,EU,2019,338.15,2.93,13,0.52
MOLR3,Psoriasis,China,2016,353.77,8.75,6,0.57
MOLD3,Respiratory,India,2017,74.75,9.97,3,0.79
MOLD1,Rheumatoid Arthritis,EU,2019,464.48,8.5,6,0.46
MOLRA2,Lung Cancer,EU,2018,973.1,16.97,15,0.31
MOLO2,Depression,Canada,2021,546.77,3.01,1,0.88
MOL2,COPD,China,2022,453.37,7.97,13,0.46
MOLY,Breast Cancer,India,2018,213.5,14.66,19,0.66
MOLHF1,Osteoporosis,Australia,2016,695.18,16.82,2,0.64
MOLDEP2,Chronic Kidney Disease,Japan,2018,52.66,9.84,21,0.83
MOLO3,Migraine,Japan,2019,557.61,7.82,5,0.94
MOLRA3,Osteoporosis,Canada,2022,394.66,4.42,8,0.66
MOLY,Breast Cancer,Brazil,2024,480.6,16.7,10,0.45
MOLR3,Asthma,China,2021,65.27,2.25,16,0.28
MOLO2,Depression,Australia,2017,507.52,15.16,19,0.27
MOLLC1,Lung Cancer,Japan,2020,805.46,-4.3,16,0.92
MOLBC1,Chronic Kidney Disease,EU,2017,61.29,10.15,16,0.26
MOLLC2,Heart Failure,Global,2020,351.71,-1.63,9,0.86
MOLO1,Heart Failure,China,2016,272.35,8.37,16,0.36
MOLRA1,Breast Cancer,Global,2023,432.4,-0.59,11,0.45
MOLIBD1,Hypertension,Canada,2016,888.3,6.79,6,0.67
MOLRA3,Type 2 Diabetes,Brazil,2015,207.78,16.01,7,0.41
MOLLC2,Asthma,Brazil,2022,676.94,19.34,17,0.36
MOLRA2,Lung Cancer,US,2019,598.28,-2.55,12,0.37
MOLP1,Respiratory,US,2023,644.85,18.19,6,0.32
MOLHF2,Depression,US,2019,805.57,-1.57,9,0.58
MOLD3,Chronic Kidney Disease,Australia,2020,230.47,-4.56,18,0.7
MOL1,Depression,Australia,2017,651.15,9.21,3,0.59
MOLA,Psoriasis,Brazil,2019,224.03,4.98,22,0.86
MOLY,COPD,Japan,2016,513.15,-4.67,2,0.3
MOLP2,Osteoporosis,Japan,2021,885.91,19.41,10,0.54
MOLD2,Chronic Kidney Disease,Global,2024,761.15,-4.2,9,0.35
MOLD2,Inflammatory Bowel Disease,China,2016,302.57,5.95,9,0.81
MOLDEP2,COPD,Global,2017,479.03,12.65,18,0.58
MOLLC2,COPD,Brazil,2016,286.56,19.18,2,0.62
MOLCKD3,Chronic Kidney Disease,Australia,2019,133.05,1.49,16,0.78
MOLH1,Hypertension,China,2016,477.08,-0.72,21,0.45
MOLP1,Respiratory,Global,2023,798.39,-1.4,16,0.53
MOLHF1,Migraine,US,2024,433.63,14.76,15,0.77
MOL1,Depression,US,2020,150.56,-2.52,13,0.39
MOLBC2,COPD,Australia,2017,437.19,5.46,6,0.31
MOLLC2,COPD,US,2021,450.7,15.05,18,0.8
MOLP2,Chronic Kidney Disease,US,2017,600.89,13.43,17,0.64
MOLD3,Heart Failure,Global,2023,400.2,-0.68,20,0.48
MOLP3,Type 2 Diabetes,Global,2024,850.34,0.5,6,0.7
MOLIBD1,Hypertension,India,2015,132.66,10.79,10,0.35
MOLP2,Asthma,Brazil,2023,663.13,13.61,14,0.98
MOL1,Rheumatoid Arthritis,Japan,2023,424.99,9.17,16,0.86
MOL1,Asthma,Global,2024,683.94,0.21,20,0.65
MOLHF2,Osteoporosis,Global,2023,707.21,10.42,18,0.61
MOLO1,Depression,Australia,2024,489.84,19.87,2,0.8
MOLRA3,Depression,Global,2020,143.94,2.14,7,0.24
MOLY,Rheumatoid Arthritis,Japan,2019,993.76,17.69,7,0.44
MOLX,Migraine,Global,2024,243.28,19.87,8,0.27
MOLCKD2,Type 2 Diabetes,EU,2020,960.67,1.47,7,0.94
MOLO1,Asthma,China,2021,371.13,5.9,7,0.31
MOLC,Osteoporosis,Global,2018,381.85,14.91,3,0.83
MOLRA1,COPD,Japan,2018,715.93,14.66,10,0.97
MOLX,Lung Cancer,Australia,2024,432.51,7.2,5,0.41
MOLDEP1,COPD,China,2022,850.55,8.51,14,0.82
MOLLC3,Chronic Kidney Disease,India,2017,509.55,-1.35,6,0.62
MOLDEP3,Inflammatory Bowel Disease,Canada,2022,430.11,15.59,4,0.2
MOLBC1,Chronic Kidney Disease,Australia,2015,384.94,7.78,13,0.65
MOLIBD2,Osteoporosis,Japan,2016,685.15,11.32,12,0.88
MOL1,Rheumatoid Arthritis,Canada,2022,931.57,-4.38,8,0.68
MOLIBD3,Rheumatoid Arthritis,China,2021,956.03,10.71,14,0.51
MOLRA3,COPD,China,2024,129.71,17.12,4,0.61
MOLRA2,Psoriasis,Japan,2016,465.77,12.45,24,0.39
MOLBC3,Psoriasis,EU,2015,947.36,10.14,24,0.34
MOLDEP3,Migraine,Brazil,2023,297.58,5.01,16,0.6
MOLLC2,Heart Failure,Canada,2018,899.95,14.91,6,0.78
MOLHF3,COPD,EU,2018,305.66,12.37,6,0.44
MOLM2,Osteoporosis,Brazil,2021,499.58,0.14,4,0.39
MOLC,Chronic Kidney Disease,China,2017,312.61,5.02,13,0.53
MOLH1,Osteoporosis,India,2015,704.79,17.68,7,0.88
MOLA,Osteoporosis,Global,2016,555.01,4.11,11,0.71
MOLM2,Migraine,Global,2017,701.57,10.92,3,0.74
MOLLC2,Psoriasis,China,2024,930.67,19.55,14,0.59
MOLRA2,Type 2 Diabetes,Brazil,2016,254.76,11.23,2,0.41
MOLLC3,Respiratory,India,2020,657.4,16.33,18,0.63
MOLRA3,Type 2 Diabetes,Australia,2021,385.46,-1.92,22,0.36
MOLIBD1,Lung Cancer,US,2016,20.67,17.81,22,0.26
MOLDEP1,COPD,China,2015,493.68,9.17,10,0.62
MOLD2,Type 2 Diabetes,EU,2024,156.31,-0.28,8,0.27
MOLHF1,Heart Failure,US,2024,488.75,1.27,5,0.48
MOLA,Psoriasis,Global,2020,25.07,11.1,8,0.42
MOLO2,Asthma,Canada,2019,593.72,9.29,3,0.64
MOLHF1,Chronic Kidney Disease,China,2021,987.8,-4.4,9,0.27
MOL2,Respiratory,Brazil,2020,594.32,-2.97,19,0.72
MOLHF2,Chronic Kidney Disease,Canada,2024,129.64,15.24,22,0.5
MOLIBD1,Heart Failure,EU,2017,297.88,4.87,8,0.96
MOLDEP2,Type 2 Diabetes,Canada,2022,665.18,9.04,14,0.25
MOLIBD3,Heart Failure,Brazil,2020,867.73,5.22,20,0.38
MOLC,Type 2 Diabetes,Australia,2018,628.93,7.98,2,0.49
MOLHF2,Lung Cancer,China,2022,333.78,19.33,3,0.32
MOL2,Hypertension,Global,2015,814.2,16.92,1,0.43
MOLM2,Psoriasis,Japan,2019,542.6,17.09,9,0.62
MOL1,Psoriasis,India,2024,217.84,16.36,14,0.35
MOLCKD2,Lung Cancer,Brazil,2020,74.26,6.68,24,0.98
MOLM1,Asthma,Australia,2021,896.16,11.66,4,0.62
MOLH3,Hypertension,China,2018,49.15,10.0,19,0.54
MOLCKD2,Rheumatoid Arthritis,India,2023,181.43,2.34,13,0.32
MOLR3,Heart Failure,India,2022,199.0,17.31,11,0.23
MOLIBD1,Lung Cancer,US,2024,893.65,16.11,1,0.98
MOLR1,Lung Cancer,EU,2021,162.62,-0.15,21,0.89
MOLD1,Rheumatoid Arthritis,Canada,2021,829.96,16.11,3,0.68
MOLA,Type 2 Diabetes,EU,2018,692.67,-4.54,20,0.52
MOLD3,Hypertension,Australia,2021,686.36,11.74,8,0.68
MOLBC2,Psoriasis,China,2022,325.92,9.74,4,0.79
MOLM2,Osteoporosis,Australia,2018,773.81,3.38,4,0.89
MOLM2,Osteoporosis,Global,2020,174.03,5.51,11,0.47
MOLP1,Rheumatoid Arthritis,Brazil,2020,865.41,-3.75,7,0.22
MOLHF3,Depression,Australia,2021,612.09,-2.67,22,0.26
MOLIBD1,Hypertension,Japan,2017,580.82,-2.44,18,0.79
MOL1,Migraine,US,2015,796.28,12.53,8,0.92
MOLO2,Chronic Kidney Disease,China,2021,392.51,9.59,10,0.81
MOLH2,Osteoporosis,Brazil,2022,500.91,-3.1,18,0.9
MOLD1,COPD,US,2019,144.34,15.88,4,0.24
MOLC,Inflammatory Bowel Disease,India,2016,180.97,14.17,1,0.95
MOLDEP3,Psoriasis,EU,2022,94.4,19.49,9,0.79
MOLO1,Hypertension,China,2017,233.91,1.87,6,0.93
MOLR1,Inflammatory Bowel Disease,India,2019,501.56,7.74,18,0.33
MOLR1,Osteoporosis,Japan,2017,607.32,12.6,16,0.27
MOLCKD2,Hypertension,EU,2022,913.02,-2.0,10,0.21
MOLH3,Rheumatoid Arthritis,EU,2016,474.49,-0.88,1,0.8
MOLRA1,Rheumatoid Arthritis,China,2018,250.05,2.22,4,0.73
MOLHF3,COPD,Japan,2019,797.23,-0.41,20,0.99
MOLM2,Osteoporosis,China,2020,461.79,7.33,20,0.65
MOLP1,Breast Cancer,China,2017,956.16,-1.95,18,0.93
MOLBC1,Heart Failure,Canada,2016,832.09,-2.22,12,0.57
MOLP1,Asthma,Australia,2024,132.94,18.91,3,0.61
MOLCKD3,Lung Cancer,Global,2019,674.0,-4.56,8,0.51
MOLD1,Asthma,India,2024,881.58,5.35,19,0.54
MOLD2,Depression,Brazil,2020,179.86,17.26,8,0.38
MOLDEP2,Lung Cancer,Global,2020,710.96,6.01,20,0.44
MOLHF1,COPD,India,2020,349.55,16.34,18,0.71
MOLM1,Rheumatoid Arthritis,Brazil,2016,944.04,4.61,17,0.43
MOLO3,Breast Cancer,China,2022,920.06,7.57,20,0.24
MOLC,Heart Failure,Australia,2021,284.38,7.27,19,0.27
MOLP3,Migraine,China,2015,389.67,13.62,13,0.2
MOLR1,Inflammatory Bowel Disease,Japan,2020,999.57,16.87,3,0.69
MOLBC1,Rheumatoid Arthritis,Japan,2017,189.93,-4.61,12,0.32
MOLR2,Depression,US,2019,386.06,8.97,10,0.38
MOLM2,Osteoporosis,US,2021,994.31,2.61,23,0.22
MOLC,Breast Cancer,Japan,2022,611.63,9.81,9,0.37
MOLHF1,Type 2 Diabetes,Canada,2019,339.22,16.78,4,0.68
MOLH2,COPD,Global,2019,349.72,2.88,3,0.82
MOLM2,Osteoporosis,Australia,2018,885.94,1.86,23,0.93
MOLY,Inflammatory Bowel Disease,Japan,2022,285.06,5.29,19,0.78
MOLY,Asthma,Japan,2015,218.21,13.29,1,0.23
MOLP3,Chronic Kidney Disease,US,2017,240.17,12.6,17,0.27
MOLM2,Rheumatoid Arthritis,EU,2020,945.84,15.35,13,0.83
MOLR3,COPD,Australia,2021,474.59,17.62,24,0.53
MOLDEP3,Heart Failure,Global,2018,663.9,0.75,4,0.23
MOLD2,Asthma,Japan,2022,786.35,19.96,13,0.71
MOLR3,Respiratory,US,2023,413.19,5.31,21,0.65
MOLP2,Lung Cancer,Australia,2023,928.71,0.27,22,0.45
MOLR1,Rheumatoid Arthritis,Global,2021,644.43,19.49,15,0.41
MOLP3,Breast Cancer,Brazil,2023,423.96,5.4,2,0.38
MOLD1,Type 2 Diabetes,EU,2015,680.55,17.16,8,0.87
MOLH1,Osteoporosis,US,2019,91.62,-3.18,2,0.27
MOLP2,Osteoporosis,Japan,2022,291.93,15.28,5,0.76
MOLRA3,Depression,India,2017,754.25,10.24,13,0.29
MOLH2,COPD,Canada,2015,964.58,18.73,8,0.53
MOLDEP1,Inflammatory Bowel Disease,Japan,2015,924.25,-2.41,15,0.23
MOLD2,COPD,EU,2019,209.99,13.27,1,0.87
MOLCKD3,Asthma,EU,2016,179.33,16.1,9,0.76
MOLR2,Heart Failure,Global,2021,655.22,15.38,23,0.62
MOLRA3,Osteoporosis,Brazil,2015,273.68,6.34,6,0.43
MOLY,Type 2 Diabetes,Global,2022,428.47,-0.35,21,0.44
MOLHF1,COPD,China,2017,295.58,11.88,14,0.23
MOLC,Breast Cancer,Brazil,2015,545.12,8.51,15,0.22
MOLHF3,Asthma,Canada,2020,832.87,11.14,10,0.25
MOL1,Psoriasis,EU,2018,898.04,-1.39,3,0.41
MOLCKD3,COPD,Global,2024,567.03,7.99,3,0.49
MOL1,COPD,Canada,2021,102.13,-4.37,15,0.66
MOLRA3,Depression,US,2020,409.94,5.87,1,0.97
MOLO2,Lung Cancer,Canada,2019,616.2,10.14,8,0.28
MOLH1,Depression,Global,2021,446.75,5.73,7,0.66
MOLD2,Depression,US,2022,576.63,-2.29,17,0.2
MOLY,Asthma,Australia,2015,394.78,-2.42,10,0.47
MOLO2,Chronic Kidney Disease,Global,2022,70.11,3.72,7,0.4
MOL1,Type 2 Diabetes,Brazil,2020,667.28,15.9,15,0.27
MOLIBD3,Rheumatoid Arthritis,Australia,2024,482.67,4.38,15,0.92
MOLD2,Lung Cancer,India,2023,653.86,18.02,23,0.36
MOLC,Migraine,Canada,2024,724.89,2.99,8,0.71
MOLDEP2,Asthma,Global,2016,192.97,12.15,16,0.35
MOLP3,Breast Cancer,Japan,2020,841.47,4.12,18,0.27
MOLIBD3,Inflammatory Bowel Disease,EU,2018,224.84,14.32,7,0.73
MOLH2,COPD,EU,2021,806.68,-1.93,11,0.96
MOLBC3,Asthma,US,2024,454.22,13.93,6,0.45
MOLRA2,Psoriasis,EU,2022,132.9,-1.07,14,0.55
MOLR1,Inflammatory Bowel Disease,EU,2024,863.29,17.66,14,0.58
MOLO1,Migraine,EU,2024,744.96,17.2,15,0.71
MOLD2,Psoriasis,India,2022,632.24,11.1,22,0.26
MOLY,Psoriasis,EU,2016,901.19,8.88,23,0.48
MOLP2,Lung Cancer,China,2023,622.79,6.4,7,0.47
MOLHF3,Psoriasis,Brazil,2020,172.41,5.51,14,0.77
MOLX,Migraine,Global,2022,980.87,18.43,13,0.68
MOLCKD3,Respiratory,India,2019,854.48,13.45,18,0.78
MOLDEP2,Inflammatory Bowel Disease,Japan,2017,516.32,11.97,17,0.23
MOLA,Breast Cancer,Brazil,2017,80.68,16.0,13,0.51
MOLD3,Asthma,Brazil,2023,368.69,-0.83,14,0.72
MOLLC2,Depression,EU,2016,266.83,0.9,8,0.33
MOLP3,Psoriasis,Japan,2019,270.82,6.26,18,0.86
MOLD1,Migraine,Global,2020,474.12,18.09,18,0.83
MOLRA1,Hypertension,Japan,2019,502.61,-2.66,15,0.58
MOLIBD1,Lung Cancer,Global,2023,52.46,6.41,21,0.22
MOLP2,Asthma,Canada,2024,145.31,0.5,16,0.85
MOLO1,COPD,Brazil,2018,169.57,9.45,20,0.33
MOL1,Respiratory,EU,2020,288.43,-2.76,20,0.43
MOLR3,Migraine,Australia,2024,108.67,11.65,24,0.31
MOLY,Lung Cancer,US,2018,293.07,-0.22,2,0.43
MOLM2,Osteoporosis,Japan,2016,70.12,12.79,2,0.96
MOLP2,Osteoporosis,India,2016,310.52,-0.29,9,0.3
MOLH2,Chronic Kidney Disease,Global,2020,301.96,6.21,11,0.27
MOLHF3,Migraine,India,2021,879.1,5.14,3,0.58
MOLRA2,Type 2 Diabetes,China,2024,122.45,-1.65,2,0.48
MOLCKD3,Hypertension,Australia,2019,433.32,6.41,15,0.21
MOLR3,Migraine,China,2020,878.27,7.08,4,0.2
MOLH2,Type 2 Diabetes,EU,2024,119.78,-3.69,21,0.87
MOLO1,Breast Cancer,Japan,2020,834.48,0.23,11,0.94
MOLP2,Inflammatory Bowel Disease,Australia,2019,141.74,4.61,24,0.23
MOLIBD1,Breast Cancer,Japan,2021,212.07,19.35,4,0.72
MOLCKD3,Hypertension,China,2016,353.5,8.15,7,0.48
MOLBC3,Osteoporosis,Canada,2024,58.34,-4.43,19,0.74
MOLRA1,Osteoporosis,China,2019,297.5,13.6,14,0.86
MOLX,Depression,Australia,2024,666.25,18.49,4,0.4
MOLIBD3,Heart Failure,China,2022,449.46,4.01,21,0.49
MOLX,Rheumatoid Arthritis,Australia,2020,703.42,-1.0,11,0.78
MOLO3,Breast Cancer,US,2021,160.1,-0.47,23,0.98
MOLHF1,Chronic Kidney Disease,Australia,2024,158.03,-1.54,24,0.81
MOLX,Rheumatoid Arthritis,Global,2022,209.67,18.3,21,0.68
MOLR1,Rheumatoid Arthritis,India,2016,605.2,15.91,18,0.73
MOL1,Inflammatory Bowel Disease,Global,2019,813.84,18.48,12,0.84
MOLH3,COPD,Brazil,2017,565.59,12.84,1,0.44
MOLC,Depression,EU,2023,356.32,18.29,4,0.31
MOLD3,Lung Cancer,EU,2019,840.52,11.16,16,0.43
MOLDEP1,Hypertension,Japan,2019,44.82,4.46,23,0.35
MOLR1,Lung Cancer,India,2019,890.85,10.21,18,0.95
MOLBC1,Asthma,Canada,2024,656.04,13.74,14,0.7
MOLP2,Psoriasis,Japan,2020,518.43,-3.15,5,0.28
MOLD2,Rheumatoid Arthritis,Brazil,2021,429.32,7.54,1,0.97
MOLM3,Breast Cancer,US,2021,184.19,-0.21,6,0.47
MOLRA1,Respiratory,Australia,2018,716.08,12.77,17,0.81
MOLH3,Osteoporosis,Global,2023,631.73,7.19,3,0.51
MOLHF1,Psoriasis,India,2024,645.81,19.64,5,0.63
MOLH2,Rheumatoid Arthritis,Australia,2017,551.76,11.54,1,0.69
MOLRA1,Breast Cancer,China,2018,240.84,14.24,20,0.83
MOLO3,Breast Cancer,India,2024,729.7,9.51,6,0.66
MOLY,Asthma,Australia,2019,45.8,2.92,23,0.7
MOLBC2,Migraine,EU,2020,260.18,16.99,16,0.64
MOLO2,Depression,India,2024,550.56,11.83,13,0.52
MOLRA2,Psoriasis,Canada,2018,774.57,2.04,3,0.52
MOLH2,Migraine,Japan,2017,753.64,9.55,23,0.28
MOLO3,Type 2 Diabetes,US,2020,814.47,10.21,10,0.6
MOLHF1,Breast Cancer,Brazil,2015,115.77,9.84,11,0.82
MOLH2,Asthma,Global,2020,803.56,11.89,10,0.67
MOLDEP2,Breast Cancer,Japan,2017,108.01,10.97,20,0.22
MOLP2,Asthma,Japan,2018,755.92,-4.25,12,0.73
MOLIBD1,Asthma,India,2024,403.45,10.32,5,0.25
MOLH3,Asthma,Canada,2019,249.91,0.42,4,0.23
MOLY,COPD,China,2017,364.16,14.4,8,0.24
MOLA,Lung Cancer,Brazil,2022,128.83,15.41,17,0.27
MOL1,Depression,Japan,2024,718.64,8.31,20,0.56
MOLM3,Osteoporosis,China,2022,519.67,14.68,18,0.2
MOLDEP3,Hypertension,China,2023,570.05,14.12,11,0.98
MOLH1,Inflammatory Bowel Disease,Brazil,2022,81.85,15.4,5,0.24
MOLP2,Rheumatoid Arthritis,China,2017,111.87,3.73,8,0.47
MOLHF2,Migraine,Global,2023,941.99,17.87,3,0.8
MOLH3,Asthma,Global,2019,606.85,19.62,18,0.67
MOLA,Chronic Kidney Disease,EU,2018,433.15,0.89,16,0.97
MOLDEP3,Rheumatoid Arthritis,Canada,2016,258.96,2.82,8,0.65
MOLP3,Heart Failure,China,2016,471.01,-3.99,4,0.28
MOLR1,Chronic Kidney Disease,Japan,2022,251.03,14.03,4,0.64
MOLY,Rheumatoid Arthritis,Canada,2017,719.73,0.38,10,0.43
MOLDEP3,Breast Cancer,EU,2024,589.54,10.24,18,0.84
MOLDEP2,Migraine,EU,2023,190.78,-2.73,24,0.25
MOLR1,Hypertension,EU,2023,678.49,14.5,9,0.23
MOLRA1,Respiratory,Canada,2020,879.01,7.23,14,0.7
MOLLC3,Breast Cancer,Japan,2023,918.91,-0.51,5,0.32
MOLDEP3,Heart Failure,Canada,2021,579.2,8.53,2,0.6
MOLP1,Breast Cancer,US,2020,652.56,11.93,3,0.25
MOLDEP2,Osteoporosis,Global,2020,596.81,-1.09,4,0.6
MOLO3,Depression,Global,2024,276.13,6.4,2,0.59
MOLP2,Type 2 Diabetes,China,2023,752.33,3.52,2,0.7
MOLIBD1,Chronic Kidney Disease,US,2019,906.11,5.07,4,0.23
MOLRA1,Chronic Kidney Disease,US,2018,971.47,7.82,5,0.91
MOLBC1,Type 2 Diabetes,US,2017,835.33,2.87,16,0.8
MOLHF1,Osteoporosis,Japan,2024,641.69,2.19,5,0.78
MOLM3,Lung Cancer,US,2019,677.51,14.3,8,0.47
MOLRA3,Breast Cancer,China,2022,500.9,-0.31,1,0.33
MOLIBD2,Respiratory,India,2018,575.54,-4.77,3,0.48
MOLP3,Rheumatoid Arthritis,Japan,2015,488.41,6.14,11,0.71
MOLM3,COPD,US,2016,101.17,2.67,3,0.73
MOLR2,Chronic Kidney Disease,Japan,2016,44.06,19.66,12,0.43
MOLIBD1,Chronic Kidney Disease,China,2015,452.65,3.9,18,0.98
MOLRA1,Chronic Kidney Disease,US,2024,645.76,-0.58,1,0.79
MOLCKD2,COPD,Canada,2015,108.04,6.36,5,0.99
MOLD2,Heart Failure,Brazil,2023,454.19,-3.2,1,0.97
MOLRA2,Hypertension,India,2018,491.59,1.01,22,0.52
MOLP1,Osteoporosis,China,2017,816.55,4.13,21,0.91
MOLC,Depression,Australia,2023,150.16,11.0,24,0.8
MOL2,Inflammatory Bowel Disease,EU,2016,175.42,19.22,15,0.33
MOLHF3,Chronic Kidney Disease,China,2019,636.81,2.46,20,0.89
MOLHF2,Lung Cancer,Japan,2021,499.79,-0.41,10,0.27
MOLR3,Migraine,India,2024,396.83,15.8,24,0.38
MOL1,COPD,Canada,2018,916.04,4.98,12,0.32
MOLR1,Breast Cancer,US,2020,299.06,2.59,24,0.45
MOLCKD2,Chronic Kidney Disease,US,2015,213.18,-2.35,15,0.86
MOLM3,Type 2 Diabetes,Global,2021,148.11,19.46,22,0.5
MOLO2,Breast Cancer,Canada,2019,289.46,18.64,6,0.39
MOLRA1,Migraine,Global,2021,361.73,10.86,21,0.9
MOLA,Depression,Australia,2023,276.05,0.01,24,0.48
MOLIBD2,Chronic Kidney Disease,EU,2022,869.38,3.67,12,0.5
MOLD3,Rheumatoid Arthritis,EU,2016,945.14,9.07,15,0.63
MOLM3,Heart Failure,EU,2022,120.93,19.13,18,0.88
MOL2,Type 2 Diabetes,Brazil,2020,779.4,14.2,21,0.97
MOLBC3,Rheumatoid Arthritis,Global,2018,630.23,7.91,15,0.68
MOLRA2,Asthma,China,2020,527.3,-1.67,17,0.87
MOLX,Chronic Kidney Disease,Global,2020,848.05,11.13,14,0.27
MOLBC1,Chronic Kidney Disease,Australia,2016,235.5,17.28,22,0.21
MOLH2,Asthma,EU,2015,187.69,18.32,2,0.24
MOLDEP2,Psoriasis,Japan,2020,354.94,3.59,3,0.6
MOLCKD1,Breast Cancer,China,2019,294.68,2.43,12,0.79
MOLD1,Respiratory,US,2022,755.53,5.79,18,0.61
MOLBC1,Type 2 Diabetes,Australia,2021,732.08,11.27,18,0.82
MOLDEP1,Breast Cancer,India,2018,48.69,4.42,17,0.64
MOLO3,Migraine,Australia,2019,864.55,12.0,17,0.69
MOLD3,Type 2 Diabetes,US,2017,168.7,13.05,16,0.38
MOLRA2,Type 2 Diabetes,US,2022,467.1,5.92,19,0.72
MOLLC1,Depression,Japan,2023,935.73,14.83,11,0.6
