molecule,formulation,country,year,import_tonnes,export_tonnes
MOLCKD3,Syrup,US,2016,182.03,97.25
MOLO1,Ointment,Canada,2021,125.64,68.45
MOLBC1,Patch,Global,2015,192.53,14.83
MOLX,Injection,China,2017,89.86,130.27
MOLIBD2,Patch,Brazil,2021,56.73,132.87
MOLY,API,Brazil,2020,83.06,41.96
MOLH2,API,US,2021,48.83,44.88
MOLDEP3,Ointment,EU,2018,81.85,1.76
MOLP3,Tablet,Global,2017,4.84,186.08
MOLBC2,Ointment,Brazil,2015,172.49,153.18
MOLRA3,Syrup,US,2017,46.31,157.76
MOLP1,API,Australia,2021,176.47,12.76
MOLR3,API,China,2020,65.07,89.89
MOLP3,Tablet,China,2020,60.82,162.47
MOLD3,Patch,Canada,2022,141.1,52.69
MOL2,API,China,2017,2.09,0.61
MOL2,Syrup,EU,2018,74.83,96.03
MOLLC1,Injection,Japan,2017,172.16,177.66
MOLO3,API,China,2020,67.48,99.83
MOLC,Suspension,Brazil,2018,99.83,141.52
MOL2,Injection,US,2020,149.59,51.85
MOLH2,Capsule,China,2021,100.72,118.77
MOLD3,Suspension,Japan,2017,29.41,145.85
MOLRA1,Ointment,Global,2021,83.66,68.47
MOLH3,Syrup,Australia,2015,148.22,142.87
MOLCKD2,Inhaler,Canada,2022,138.92,163.28
MOLLC1,Inhaler,China,2021,113.4,121.39
MOLBC1,Suspension,Global,2019,126.51,34.27
MOLP3,API,Canada,2019,16.51,53.6
MOLM1,Patch,Canada,2024,146.15,94.74
MOLRA2,Ointment,Global,2019,97.47,175.39
MOLHF1,Inhaler,Brazil,2019,73.11,119.86
MOLO2,Capsule,EU,2016,18.38,145.97
MOLY,Tablet,China,2022,89.29,27.36
MOLHF2,Injection,Canada,2020,194.89,102.15
MOLHF3,Ointment,China,2019,90.84,85.48
MOLC,Capsule,Japan,2016,92.87,5.66
MOLD3,Inhaler,Global,2017,144.8,156.46
MOLIBD1,Inhaler,China,2024,82.16,19.38
MOL1,Inhaler,Australia,2023,117.95,21.98
MOLLC2,Tablet,India,2024,19.88,186.21
MOLHF2,Capsule,US,2024,104.87,182.97
MOLM3,Tablet,Canada,2022,144.01,154.8
MOLHF2,Tablet,US,2018,5.5,106.58
MOLRA2,Suspension,EU,2022,109.77,145.28
MOLP3,Injection,Brazil,2020,79.32,32.36
MOLIBD1,API,Australia,2023,125.04,112.57
MOLDEP1,Injection,Australia,2021,4.55,47.11
MOLRA1,Injection,Japan,2016,169.46,77.38
MOLP3,Patch,Canada,2021,114.05,166.45
MOLLC2,Syrup,Brazil,2022,116.75,20.82
MOLR2,Inhaler,Canada,2020,167.58,30.98
MOLO1,Syrup,India,2023,51.35,131.65
MOLR3,Tablet,Australia,2020,137.08,80.27
MOLIBD2,Ointment,Japan,2023,137.89,135.03
MOLIBD1,Capsule,US,2015,117.01,194.82
MOLD1,Capsule,Japan,2023,120.32,85.56
MOLD2,API,Brazil,2024,196.93,63.18
MOLM3,Tablet,Australia,2015,110.29,167.84
MOLD2,Ointment,China,2022,94.18,108.29
MOLHF3,Tablet,India,2022,188.4,168.62
MOLP3,Injection,Global,2017,151.5,98.59
MOLHF2,Syrup,Japan,2020,71.17,165.91
MOLHF3,Syrup,Global,2015,138.54,37.84
MOLH2,Injection,Canada,2019,59.16,44.47
MOLHF2,Inhaler,Global,2021,21.22,198.99
MOLH1,API,China,2016,19.96,49.53
MOLHF1,Inhaler,Japan,2016,67.35,192.41
MOLBC1,Patch,Australia,2020,136.92,28.39
MOLH1,Patch,China,2017,51.62,150.28
MOLR2,Syrup,China,2021,133.27,184.16
MOLD2,Tablet,EU,2024,5.09,64.72
MOLD1,Capsule,India,2015,181.67,144.91
MOLCKD1,API,Canada,2017,31.29,22.59
MOLLC2,Suspension,EU,2018,66.11,105.84
MOLLC2,API,Canada,2018,160.09,194.74
MOLHF2,Tablet,India,2024,80.63,12.17
MOLP1,Syrup,US,2018,95.22,67.97
MOLH3,Capsule,US,2019,188.84,95.05
MOLP1,Suspension,EU,2017,55.81,173.41
MOLO3,Injection,Canada,2023,135.68,199.8
MOLO2,Suspension,US,2019,62.04,198.77
MOLCKD2,API,Australia,2022,16.59,4.7
MOL1,Inhaler,Brazil,2019,56.13,161.25
MOLIBD3,Tablet,China,2021,150.64,132.11
MOLR1,Patch,China,2018,21.82,77.38
MOLDEP2,Patch,Canada,2015,184.76,102.69
MOLM2,Inhaler,EU,2021,161.01,78.48
MOLRA1,Patch,US,2021,60.22,157.06
MOLDEP2,Ointment,Brazil,2016,167.28,89.06
MOLDEP3,Capsule,Japan,2020,108.55,44.96
MOLP3,Capsule,Australia,2023,51.65,79.81
MOLD1,Syrup,Japan,2024,20.26,103.88
MOLP1,API,US,2021,70.15,23.78
MOLH2,Ointment,India,2015,161.77,146.0
MOLHF3,Suspension,India,2018,74.63,100.51
MOLHF2,Tablet,Canada,2023,84.77,70.37
MOLDEP2,Syrup,US,2018,24.48,12.07
MOLC,Patch,China,2022,63.91,194.66
MOLR2,Suspension,Brazil,2015,55.87,76.05
MOLA,Tablet,Brazil,2015,68.53,1.8
MOLCKD3,Ointment,US,2018,68.11,7.31
MOLHF2,API,China,2021,154.74,185.62
MOLRA2,Tablet,Canada,2015,127.94,97.27
MOLRA1,Inhaler,Global,2020,176.05,68.03
MOLO3,Capsule,India,2017,199.91,116.86
MOLHF2,Inhaler,China,2021,16.62,38.57
MOLD1,Patch,Australia,2019,181.57,22.18
MOLLC1,Inhaler,Japan,2018,45.12,137.05
MOLLC1,Suspension,China,2018,60.43,53.15
MOLA,API,Brazil,2018,138.45,178.84
MOLBC1,Injection,Japan,2020,124.34,112.61
MOLP3,Patch,Japan,2021,91.44,4.63
MOLM3,Patch,Global,2023,20.82,71.06
MOLX,Inhaler,Canada,2021,68.14,173.9
MOLO2,Patch,China,2016,39.72,143.77
MOLR1,Injection,EU,2022,142.75,165.93
MOLDEP3,Inhaler,Global,2017,86.04,112.65
MOLO1,API,Brazil,2024,97.57,9.45
MOLDEP1,Injection,US,2024,164.83,99.19
MOLP2,Ointment,China,2021,7.46,177.35
MOLDEP2,Suspension,Canada,2017,197.93,104.26
MOLM2,API,Japan,2022,52.78,28.19
MOLBC1,Ointment,India,2021,73.45,98.23
MOLM2,Inhaler,China,2021,114.26,73.97
MOLH1,Suspension,US,2015,92.75,28.59
MOLH2,Capsule,Canada,2022,31.63,158.87
MOLIBD1,Capsule,Brazil,2015,178.04,26.77
MOLCKD1,Injection,Japan,2023,23.15,168.97
MOLDEP2,API,Brazil,2021,96.73,159.72
MOLM2,Ointment,China,2017,2.88,13.79
MOLX,Capsule,Brazil,2021,15.79,85.37
MOLO2,Tablet,Global,2020,124.96,101.78
MOLO1,Ointment,Canada,2018,6.96,107.02
MOLIBD1,Syrup,EU,2021,194.41,166.81
MOLLC1,Tablet,Australia,2024,133.54,83.95
MOLD3,Patch,Brazil,2018,147.08,198.43
MOLX,API,Canada,2017,152.73,66.34
MOL1,Syrup,Canada,2018,129.29,55.8
MOLRA3,Syrup,China,2016,113.69,142.07
MOLBC1,Tablet,EU,2016,23.73,101.12
MOLO2,Inhaler,Brazil,2018,136.36,145.32
MOLM2,Ointment,Global,2023,61.9,136.84
MOLX,Syrup,Global,2024,14.28,199.44
MOLHF3,Inhaler,US,2016,95.05,108.09
MOLRA3,API,China,2020,63.89,128.97
MOLH2,Patch,Canada,2020,111.51,4.36
MOLH1,Inhaler,India,2021,151.02,11.98
MOLBC2,API,Brazil,2024,11.27,41.4
MOLLC3,Injection,EU,2016,39.7,132.77
MOLD3,Injection,China,2024,71.86,83.1
MOL2,Injection,Brazil,2020,162.09,95.65
MOLH3,Tablet,China,2023,90.82,70.11
MOLIBD3,Capsule,Global,2023,78.23,74.23
MOLM1,Syrup,China,2017,169.79,137.68
MOLRA1,Ointment,Australia,2019,189.08,150.81
MOLH1,Patch,Japan,2020,175.93,183.05
MOLR1,Syrup,Australia,2021,9.57,64.51
MOLLC3,Inhaler,China,2015,123.84,120.67
MOLLC1,Injection,US,2017,66.93,64.3
MOLR2,Suspension,EU,2017,145.06,117.09
MOLD2,Inhaler,China,2021,41.63,167.06
MOLIBD2,Patch,EU,2016,29.93,162.55
MOLR3,Patch,Global,2018,89.77,15.99
MOLD3,Inhaler,Global,2022,175.37,0.29
MOLDEP1,Patch,EU,2022,59.67,191.99
MOLH3,Capsule,US,2024,174.83,78.52
MOLRA1,Inhaler,Australia,2015,90.8,142.97
MOLD2,Patch,India,2022,178.52,21.2
MOLRA1,Tablet,Japan,2020,47.53,161.78
MOLP3,Suspension,Global,2023,45.86,15.59
MOLDEP3,Inhaler,Global,2015,171.11,16.33
MOLH1,Injection,China,2022,11.87,175.5
MOLBC1,Ointment,India,2018,190.13,186.86
MOLRA1,API,India,2020,132.95,44.8
MOLY,Tablet,Canada,2023,125.83,105.72
MOLHF1,Inhaler,Australia,2018,152.71,181.69
MOLDEP1,Injection,India,2023,94.04,14.53
MOLRA3,Capsule,EU,2019,176.69,47.51
MOLH2,Inhaler,Australia,2018,146.76,1.9
MOLIBD1,Tablet,Global,2024,33.28,123.64
MOLDEP1,Tablet,Global,2019,181.51,19.06
MOLP1,Suspension,Canada,2021,25.35,115.94
MOLH3,Inhaler,China,2019,14.03,89.96
MOLRA2,Capsule,Global,2017,83.3,62.66
MOLRA1,Injection,US,2023,36.18,194.46
MOLRA3,Tablet,EU,2023,155.33,165.32
MOLLC2,API,Japan,2016,104.84,11.8
MOL1,Inhaler,Global,2023,16.08,164.25
MOLCKD3,Capsule,EU,2016,176.7,126.57
MOLY,Patch,Canada,2021,6.05,53.09
MOLD1,Inhaler,US,2020,14.09,35.28
MOLC,Capsule,EU,2016,145.13,34.82
MOLO1,API,India,2019,130.43,159.59
MOLRA3,Syrup,US,2020,33.63,150.19
MOLD1,Injection,EU,2015,170.74,19.23
MOLO3,Patch,Japan,2015,14.0,93.13
MOLR1,Tablet,EU,2018,10.8,124.58
MOLDEP3,API,Australia,2022,29.62,133.52
MOLD3,Ointment,Australia,2018,137.98,31.6
MOLDEP3,Capsule,Canada,2019,122.73,54.52
MOLA,Suspension,Brazil,2021,30.63,65.28
MOLX,Capsule,EU,2016,8.54,43.88
MOLDEP3,Ointment,Australia,2023,32.86,45.36
MOLCKD1,API,US,2023,110.8,143.1
MOLH3,API,US,2018,22.31,58.13
MOLO2,Patch,Australia,2017,179.92,183.6
MOL1,Ointment,Canada,2019,149.97,13.7
MOLH2,Capsule,US,2019,117.89,145.74
MOLDEP2,Tablet,Canada,2018,181.88,68.2
MOLDEP2,Syrup,India,2024,92.56,29.62
MOLLC3,Suspension,Australia,2017,74.38,197.18
MOLH1,Suspension,Global,2020,166.83,187.61
MOLRA2,Injection,Australia,2024,136.98,62.33
MOLIBD2,Patch,China,2015,190.59,136.66
MOLBC1,Tablet,EU,2017,65.06,13.72
MOL1,Ointment,China,2020,151.96,52.15
MOLIBD1,Suspension,Global,2023,103.09,145.99
MOLH1,Suspension,Canada,2018,109.83,56.99
MOLH2,Patch,US,2024,69.22,19.24
MOL2,Injection,Australia,2015,154.49,29.19
MOLIBD1,Syrup,Australia,2017,142.13,94.37
MOLM1,Inhaler,India,2019,48.15,147.5
MOLLC2,Injection,Australia,2021,55.68,12.32
MOLM1,Capsule,China,2023,59.39,17.88
MOLBC2,Ointment,EU,2015,136.14,75.62
MOLA,Inhaler,India,2017,58.09,70.42
MOLP3,Inhaler,India,2015,7.5,132.45
MOLLC1,API,Australia,2020,126.23,192.31
MOLM1,Syrup,China,2021,64.74,20.96
MOLRA1,Syrup,Global,2015,12.86,30.16
MOLY,Ointment,Japan,2017,6.4,61.13
MOLM2,Patch,Global,2015,169.46,38.21
MOLDEP2,Suspension,Australia,2015,77.37,157.06
MOLA,API,Brazil,2015,25.56,147.95
MOLHF3,Syrup,China,2016,65.55,185.86
MOLIBD2,Injection,China,2020,101.26,63.51
MOLBC1,Tablet,EU,2017,140.59,0.71
MOLR2,Patch,India,2022,166.95,0.17
MOLC,Capsule,India,2020,88.99,187.13
MOLCKD3,API,India,2021,21.97,13.5
MOLDEP3,Injection,Japan,2024,59.26,30.52
MOLCKD2,Capsule,Brazil,2023,66.96,189.22
MOLM1,Tablet,US,2024,173.64,68.58
MOLLC1,Capsule,Japan,2022,155.57,141.24
MOLO1,Patch,US,2016,64.98,141.13
MOLHF1,Capsule,Global,2021,123.98,184.15
MOLY,API,Canada,2016,165.07,174.28
MOLLC3,Patch,India,2024,103.43,174.34
MOLO2,Syrup,EU,2022,38.76,81.09
MOLDEP3,Ointment,US,2023,114.06,118.27
MOLRA3,Syrup,Brazil,2024,25.64,192.71
MOLHF3,Capsule,China,2016,135.52,13.61
MOLCKD2,API,US,2022,138.56,103.42
MOLDEP3,Syrup,Canada,2022,59.81,72.88
MOLC,Patch,Global,2016,146.79,181.86
MOLM3,Inhaler,US,2021,43.42,53.97
MOLO1,Suspension,Global,2019,35.57,82.32
MOLP2,Syrup,US,2015,126.68,171.81
MOLM3,Suspension,Australia,2016,35.76,86.46
MOLM1,API,Australia,2021,113.18,43.43
MOLIBD3,Patch,Canada,2023,83.24,56.98
MOLLC3,API,India,2018,59.66,139.0
MOLLC1,Capsule,Japan,2021,15.1,140.63
MOLA,Tablet,Brazil,2018,10.8,95.61
MOLM3,API,Australia,2023,197.09,1.21
MOLR2,Patch,Brazil,2021,192.19,190.26
MOLDEP1,Capsule,EU,2023,32.16,9.03
MOLP3,Ointment,US,2020,70.8,76.7
MOLCKD3,Inhaler,US,2016,83.17,143.33
MOLO2,API,China,2017,179.52,190.23
MOLIBD2,Injection,Japan,2021,179.08,42.93
MOLP1,API,China,2021,86.18,52.74
MOLDEP1,Patch,Global,2021,6.88,29.2
MOLBC1,Capsule,Canada,2021,95.31,151.0
MOLRA1,Patch,China,2015,18.62,25.65
MOLD3,Inhaler,Japan,2024,65.67,99.0
MOLBC1,Inhaler,Australia,2021,136.74,127.01
MOLDEP2,Tablet,Australia,2019,183.48,34.92
MOLM3,Injection,Japan,2019,47.46,124.57
MOLIBD1,Inhaler,Global,2021,192.33,24.14
MOL2,Capsule,EU,2018,55.99,141.27
MOLHF2,Capsule,Canada,2023,104.76,25.32
MOLIBD2,Capsule,Global,2019,104.34,117.36
MOLIBD2,Syrup,EU,2017,94.16,16.0
MOLIBD3,Suspension,Canada,2022,48.9,189.43
MOLCKD3,Injection,Global,2016,57.96,12.39
MOLR2,Tablet,EU,2015,172.94,118.59
MOL2,Patch,Japan,2023,25.53,74.32
MOLBC3,Syrup,Global,2018,33.46,185.6
MOLHF1,Injection,EU,2022,84.65,121.68
MOLLC1,API,India,2016,34.21,138.45
MOLHF3,Suspension,Australia,2022,14.11,154.98
MOLDEP1,Patch,Canada,2023,58.39,82.9
MOLO3,Patch,Japan,2018,175.52,177.34
MOLM2,Patch,India,2020,51.38,194.42
MOLDEP1,Injection,China,2015,106.26,54.77
MOLRA1,Syrup,Australia,2017,16.82,49.0
MOLM2,Suspension,US,2016,21.95,145.46
MOLH3,Suspension,EU,2018,127.36,160.22
MOLHF3,Injection,US,2020,192.55,105.95
MOLHF3,Ointment,Japan,2015,40.15,163.8
MOLIBD3,Syrup,Canada,2024,100.0,108.19
MOLCKD3,Ointment,Global,2019,163.01,91.9
MOLHF1,Patch,Brazil,2022,164.76,117.15
MOLCKD2,Ointment,China,2020,52.03,103.95
MOLHF1,Patch,Brazil,2021,128.39,81.59
MOLDEP3,Inhaler,EU,2015,182.71,199.62
MOLIBD2,Syrup,Brazil,2021,130.39,136.33
MOLD2,Patch,China,2019,134.51,38.51
MOLBC2,API,Global,2015,173.35,35.84
MOLRA3,Ointment,India,2019,16.83,41.7
MOLC,API,Global,2016,31.43,81.91
MOLD1,Patch,Global,2017,34.71,155.0
MOLCKD2,Patch,Japan,2017,75.19,169.79
MOLCKD1,API,Brazil,2018,100.05,109.33
MOLBC2,Injection,Canada,2020,122.93,135.74
MOLIBD2,Inhaler,Brazil,2018,13.51,152.67
MOLHF3,Syrup,Japan,2017,147.88,198.76
MOLP3,Ointment,Canada,2018,93.97,56.23
MOLCKD1,Tablet,China,2016,83.83,55.32
MOLHF1,Patch,EU,2020,127.29,165.09
MOLLC3,Injection,Brazil,2017,165.33,78.66
MOLHF3,Tablet,Brazil,2024,153.53,19.76
MOLLC3,API,EU,2023,17.07,74.82
MOLR2,Ointment,Brazil,2021,98.81,64.51
MOLO1,Syrup,Canada,2017,3.06,113.12
MOLHF2,Patch,China,2015,145.82,196.99
MOLR1,Syrup,Australia,2024,42.71,85.48
MOLHF3,Ointment,Japan,2020,53.58,90.71
MOLBC2,Capsule,India,2024,89.3,15.94
MOLP2,API,Canada,2022,126.28,191.41
MOLP1,API,India,2022,154.62,90.11
MOLO2,Suspension,Japan,2019,157.5,33.55
MOLH1,Capsule,China,2017,131.41,174.02
MOLP1,Inhaler,Canada,2016,16.07,7.65
MOLBC1,Inhaler,Canada,2016,97.88,85.15
MOLD2,Capsule,Canada,2023,168.87,22.97
MOLO1,Patch,India,2020,95.1,145.76
MOLP3,Inhaler,Brazil,2018,17.96,122.39
MOLHF1,Suspension,Brazil,2024,173.08,74.61
MOLLC3,Patch,India,2020,197.99,170.89
MOLM3,Suspension,China,2018,146.21,37.1
MOLR3,Capsule,Canada,2022,18.78,128.41
MOLO1,Inhaler,Brazil,2017,118.59,184.52
MOLRA3,Patch,Global,2016,196.95,102.49
MOLP1,Tablet,Canada,2023,63.07,120.51
MOLHF3,Tablet,Australia,2023,177.3,152.0
MOLP3,Suspension,Canada,2016,176.21,133.26
MOLLC2,Injection,Japan,2019,160.15,58.23
MOLHF1,Inhaler,Australia,2017,189.22,13.27
MOLD1,Ointment,Japan,2023,65.98,68.46
MOLHF3,Ointment,EU,2020,198.42,134.05
MOLO2,Tablet,Global,2016,1.6,146.22
MOLHF3,API,Australia,2016,22.22,43.07
MOLR2,Tablet,EU,2018,89.56,56.35
MOLP1,Capsule,US,2019,155.26,3.14
MOLCKD1,Tablet,Canada,2016,111.74,101.64
MOLO3,API,Australia,2022,13.38,113.03
MOLIBD3,Suspension,Brazil,2017,17.27,35.87
MOLM1,Tablet,Canada,2019,179.23,23.65
MOLH1,Patch,Brazil,2020,114.35,156.77
MOLD3,Tablet,Global,2017,169.83,151.74
MOLP3,Capsule,China,2023,57.01,85.79
MOLH3,Ointment,Global,2020,185.04,130.52
MOLH2,Capsule,US,2021,152.28,183.4
MOLM3,Capsule,Global,2017,54.0,109.48
MOLCKD3,Inhaler,Brazil,2018,199.48,148.63
MOL1,Patch,India,2023,116.65,166.66
MOLD3,Patch,EU,2022,117.48,151.96
MOL1,Inhaler,EU,2024,39.86,5.41
MOLLC3,Injection,China,2024,46.53,160.91
MOLO2,Inhaler,EU,2020,27.96,178.37
MOLA,Capsule,China,2021,194.55,24.24
MOLRA2,Inhaler,Brazil,2017,77.24,126.62
MOLA,Ointment,Japan,2015,36.77,170.69
MOLRA2,Tablet,China,2020,199.61,135.01
MOLDEP1,Syrup,Japan,2022,41.49,151.7
MOLCKD1,Patch,Japan,2018,140.04,52.22
MOLLC3,Syrup,India,2020,188.58,134.19
MOLDEP3,Inhaler,Australia,2015,172.1,119.25
MOLBC3,Ointment,Japan,2020,182.74,9.31
MOLDEP3,Ointment,Australia,2015,175.52,17.72
MOLO2,API,Global,2018,164.86,164.88
MOLP3,Injection,Canada,2019,162.6,190.4
MOLIBD1,Tablet,Brazil,2021,29.49,14.28
MOLCKD3,Patch,US,2020,121.76,156.86
MOLR3,Tablet,EU,2016,133.03,65.97
MOLD1,Patch,US,2016,55.47,102.25
MOLO2,Capsule,Australia,2019,190.12,110.01
MOLDEP1,Ointment,Brazil,2023,60.73,187.74
MOLC,API,India,2016,87.34,31.69
MOLDEP2,Ointment,Australia,2023,188.03,182.93
MOLCKD3,Syrup,EU,2015,52.53,199.92
MOLHF2,Inhaler,India,2024,113.05,52.8
MOLM2,Syrup,Canada,2019,10.3,30.74
MOLBC2,Injection,Canada,2015,147.32,93.12
MOLO3,Ointment,Canada,2019,21.82,32.41
MOLLC1,Suspension,China,2017,22.03,152.42
MOLH3,Tablet,Canada,2024,58.42,176.12
MOLD3,Ointment,China,2019,128.79,119.62
MOLO1,API,Global,2023,198.82,31.53
MOLM2,Patch,Japan,2017,54.31,133.91
MOLM3,Ointment,Global,2019,132.59,15.42
MOLLC1,API,EU,2016,116.48,67.27
MOLR1,Capsule,India,2021,174.92,94.01
MOLCKD2,Capsule,Japan,2018,42.74,164.0
MOLO2,Syrup,Japan,2021,156.37,94.3
MOLA,Injection,US,2016,93.47,165.62
MOLBC1,API,EU,2019,18.3,92.84
MOLR1,Capsule,Global,2019,89.13,143.98
MOLHF1,Inhaler,EU,2023,80.95,173.93
MOLLC1,Injection,Australia,2023,144.64,79.33
MOLM2,Inhaler,India,2023,151.23,81.01
MOLA,Tablet,US,2017,68.37,42.89
MOLDEP2,Patch,Australia,2018,109.57,145.51
MOLHF2,Capsule,EU,2015,155.65,98.97
MOL2,Capsule,India,2017,183.23,67.07
MOLM2,Inhaler,Australia,2017,105.05,93.89
MOLD2,API,Brazil,2022,21.56,139.92
MOLDEP2,Patch,Canada,2015,152.17,77.12
MOLLC1,Tablet,China,2022,83.0,84.51
MOLM3,Suspension,Japan,2023,101.9,33.42
MOLHF1,Inhaler,Brazil,2018,5.64,126.72
MOLD3,Syrup,Global,2024,147.04,153.09
MOLM2,Injection,Brazil,2023,171.69,97.71
MOLDEP1,Ointment,Japan,2023,158.16,56.14
MOLM1,Ointment,Brazil,2021,188.41,112.04
MOLHF1,Injection,Global,2024,123.99,197.4
MOLLC2,Syrup,Australia,2018,82.51,139.59
MOLR2,Injection,India,2023,194.68,5.94
MOLCKD2,Suspension,EU,2024,100.63,35.93
MOLX,Capsule,Australia,2016,105.57,99.53
MOLH1,Injection,US,2022,193.66,43.24
MOLHF3,Injection,Canada,2015,13.41,79.23
MOLRA2,Injection,India,2016,56.56,195.07
MOLA,Inhaler,Brazil,2022,156.6,13.0
MOLLC1,Ointment,Brazil,2021,29.18,52.14
MOLBC1,Syrup,Australia,2024,95.68,180.48
MOLCKD3,API,China,2020,151.25,15.37
MOLLC1,Inhaler,Brazil,2023,32.64,100.53
MOLD1,Syrup,Australia,2019,176.82,75.26
MOLHF2,Injection,EU,2022,156.33,148.92
MOLRA2,Ointment,China,2015,48.35,42.15
MOLRA2,Patch,Global,2024,186.19,42.83
MOLHF3,Inhaler,Japan,2017,76.31,125.2
MOLD1,Suspension,Global,2016,155.78,19.34
MOLBC1,API,India,2024,105.66,161.21
MOLC,Ointment,India,2021,135.28,152.33
MOLDEP3,Tablet,Australia,2018,192.18,10.62
MOLLC2,API,Brazil,2017,151.59,61.76
MOLA,Tablet,Canada,2021,159.35,51.69
MOLD3,Injection,US,2021,56.03,117.09
MOLHF1,API,Canada,2020,11.25,81.4
MOLDEP2,Ointment,EU,2023,142.94,94.31
MOLBC1,API,US,2020,155.67,146.59
MOLP2,Suspension,Japan,2023,62.3,124.6
MOL1,Patch,Canada,2015,127.27,90.75
MOLO1,Syrup,India,2023,45.75,58.42
MOLH3,API,Brazil,2017,22.47,157.72
MOLRA3,Injection,China,2015,192.48,173.87
MOLP1,Patch,India,2018,177.86,189.43
MOLCKD2,Suspension,EU,2019,122.69,49.74
MOLA,Inhaler,Brazil,2019,109.23,73.43
MOLRA3,Patch,US,2017,130.82,27.3
MOLX,Tablet,Brazil,2022,139.97,18.57
MOLRA2,Capsule,China,2023,184.67,111.54
MOLCKD1,Inhaler,China,2015,137.53,157.55
MOLR2,Injection,US,2018,1.95,13.66
MOLO3,Tablet,US,2016,148.12,141.85
MOLH2,Suspension,Australia,2015,127.85,156.95
MOLHF3,Patch,India,2016,140.99,30.72
MOLP2,Syrup,Canada,2017,82.04,178.74
MOLHF2,Injection,EU,2024,136.29,61.94
MOLBC1,Inhaler,Australia,2017,193.94,102.46
MOLD1,Suspension,India,2015,51.15,145.22
MOLP1,Tablet,China,2020,163.25,43.82
MOLD3,Injection,Brazil,2016,198.07,43.48
MOLP1,Ointment,US,2015,146.31,111.41
MOLC,Injection,US,2021,182.86,87.82
MOLHF1,Suspension,EU,2018,8.8,123.42
MOLR2,Capsule,China,2023,176.16,108.05
MOLY,Syrup,India,2019,74.0,161.77
MOLHF3,Suspension,Australia,2021,11.45,8.34
MOLH1,Tablet,US,2019,90.48,144.78
MOLIBD1,Ointment,Australia,2015,23.34,119.3
MOLLC2,Ointment,Japan,2016,138.03,121.47
MOL2,Capsule,EU,2016,155.95,90.29
MOLRA1,Injection,Global,2015,167.53,150.72
MOLBC1,Injection,Japan,2019,147.42,119.39
MOLRA1,Injection,Brazil,2017,157.33,152.04
MOLBC2,Tablet,India,2022,149.68,159.4
MOLDEP2,Inhaler,EU,2019,31.49,104.59
MOLP2,Syrup,Global,2023,32.55,38.05
MOL2,Tablet,Brazil,2020,197.07,165.59
MOLD2,Ointment,China,2022,111.21,157.71
MOLLC2,Tablet,Australia,2016,69.21,156.41
MOLIBD3,API,EU,2023,92.56,92.81
MOLLC1,Suspension,Australia,2016,81.92,68.5
MOLDEP1,Syrup,Brazil,2016,50.57,102.19
MOLR1,Capsule,China,2021,110.99,190.44
MOLIBD2,Capsule,Australia,2015,48.76,44.43
MOLP1,Suspension,Canada,2024,51.8,11.69
MOLH2,Inhaler,Australia,2017,32.27,32.86
MOLO1,Suspension,Canada,2019,194.64,58.06
MOLD2,Ointment,Global,2020,82.73,134.86
MOLD1,Ointment,EU,2023,102.82,15.2
MOLM2,Suspension,China,2024,125.34,2.6
MOLLC3,Patch,Canada,2022,76.27,32.45
MOLR2,Suspension,India,2019,51.14,197.36
MOLIBD2,Suspension,Australia,2018,5.78,140.4
MOL1,Ointment,Global,2023,60.27,112.76
MOL2,Tablet,Canada,2023,147.96,36.78
MOLIBD2,Injection,India,2015,50.22,65.06
MOLD3,Tablet,Australia,2015,42.11,115.8
MOLHF1,Syrup,EU,2015,54.28,91.51
MOLH2,Syrup,Japan,2015,63.61,169.08
MOLR3,Capsule,Japan,2016,154.04,37.52
MOLHF2,Patch,Australia,2023,1.27,64.79
MOLCKD3,Patch,Global,2017,103.97,120.58
MOLO2,API,Australia,2021,3.23,88.49
MOLRA2,Patch,Brazil,2024,141.76,19.15
MOLO2,Patch,Japan,2016,76.82,29.17
MOLLC1,API,EU,2015,129.46,81.45
MOLH3,Syrup,China,2024,191.71,155.5
MOLHF3,Suspension,US,2021,140.37,193.07
MOLM3,Syrup,Brazil,2018,41.45,76.27
MOLBC2,API,US,2021,163.92,162.79
MOLM2,API,India,2021,7.85,55.19
MOLD1,Inhaler,India,2024,118.8,14.73
MOLO3,Ointment,Australia,2024,153.51,47.18
MOLCKD3,API,China,2015,7.96,105.03
MOLIBD2,Injection,Japan,2024,151.58,155.61
MOLDEP1,Patch,Canada,2018,195.72,122.4
MOLR3,Suspension,Brazil,2024,118.65,130.53
MOLIBD2,Ointment,Brazil,2020,80.29,45.86
MOLDEP2,Syrup,Japan,2020,45.92,74.29
MOLD3,API,Australia,2022,44.15,63.22
MOLRA3,Patch,China,2019,110.87,60.67
MOLBC1,Patch,Canada,2017,131.08,90.75
MOLRA3,Tablet,US,2024,167.75,20.47
MOLLC2,Suspension,US,2024,38.0,193.61
MOLA,Patch,Canada,2022,147.17,183.69
MOLLC2,Injection,US,2021,121.14,104.67
MOLM1,Suspension,EU,2024,134.93,127.52
MOL1,Suspension,EU,2017,109.21,11.63
MOLM1,Ointment,Global,2023,49.29,1.85
MOLD2,Syrup,Japan,2020,100.45,64.76
MOLR1,Syrup,Canada,2017,14.59,66.04
MOLRA2,Ointment,EU,2020,111.67,107.69
MOLHF3,Suspension,Australia,2020,171.82,149.62
